0,338
1,3349
2,323
3,3358
4,305
5,3366
6,302
7,3384
8,296
9,3387
10,281
11,3400
12,273
13,3405
14,263
15,3415
16,255
17,3423
18,248
19,3432
20,237
21,3442
22,232
23,3454
24,221
25,3464
26,217
27,3468
28,214
29,3472
30,203
31,3486
32,193
33,3492
34,188
35,3496
36,177
37,3507
38,168
39,3512
40,167
41,3520
42,152
43,3528
44,148
45,3532
46,141
47,3545
48,136
49,3548
50,121
51,3553
52,120
53,3561
54,112
55,3566
56,109
57,3569
58,101
59,3583
60,91
61,3587
62,92
63,3589
64,86
65,3596
66,77
67,3606
68,75
69,3605
70,71
71,3616
72,66
73,3616
74,55
75,3623
76,53
77,3628
78,54
79,3631
80,46
81,3635
82,42
83,3641
84,38
85,3644
86,32
87,3648
88,26
89,3649
90,25
91,3654
92,17
93,3660
94,17
95,3665
96,18
97,3664
98,6
99,3668
